TYPE=CAN-TRACE-ASCII V=2,0 MANREV=5,162 MANID=128 TTS=0,000001 COLS=9 RECCNT=5500 NEXTREC=1033 DATAFORMAT=I386 TRACETYPE=NET DISPLAYCFG=7 RINGBUFIDX=39 FIRSTREC=39 LASTREC=1032 
Recordindex	Network[Index]	Time	Type	Node	Network-Id	Frame-data	Parameter-Id	Description	Value
440	PLK[0]	4043,638085	WR_RSP	11	1001327	8B04050000000000013E 01 00	1163	AXLIM_DV_STOP_MODE
441	PLK[0]	4043,638191	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
442	PLK[0]	4043,638194	WR_REQ	11	1001326	7D00000000000000011A 01 01	125	AXLIM_T_JOLT	0
443	PLK[0]	4043,644080	WR_RSP	11	1001327	7D00050000000000011A 01 01	125	AXLIM_T_JOLT
444	PLK[0]	4043,644189	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
445	PLK[0]	4043,644194	WR_REQ	11	1001326	7D00000000000000013F 01 00	125	AXLIM_T_JOLT	0
446	PLK[0]	4043,650096	WR_RSP	11	1001327	7D00050000000000013F 01 00	125	AXLIM_T_JOLT
447	PLK[0]	4043,650212	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
448	PLK[0]	4043,650217	WR_REQ	11	1001326	7105000000000000011B 01 01	1393	FFCTRL_MODE	0
449	PLK[0]	4043,656065	WR_RSP	11	1001327	7105050000000000011B 01 01	1393	FFCTRL_MODE
450	PLK[0]	4043,656066	WR_REQ	11	1001326	4801010000000000011C 01 01	328	CONTROLLER_MODE	1
451	PLK[0]	4043,656196	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
452	PLK[0]	4043,656199	WR_REQ	11	1001326	71050000000000000140 01 00	1393	FFCTRL_MODE	0
453	PLK[0]	4043,662084	WR_RSP	11	1001327	71050500000000000140 01 00	1393	FFCTRL_MODE
454	PLK[0]	4043,662086	WR_REQ	11	1001326	48010100000000000141 01 00	328	CONTROLLER_MODE	1
455	PLK[0]	4043,662088	WR_RSP	11	1001327	4801050000000000011C 01 01	328	CONTROLLER_MODE
456	PLK[0]	4043,662089	WR_REQ	11	1001326	64000080C0430000011D 01 01	100	POS_CTRL_KV	385
457	PLK[0]	4043,668061	WR_RSP	11	1001327	48010500000000000141 01 00	328	CONTROLLER_MODE
458	PLK[0]	4043,668062	WR_REQ	11	1001326	64000000C14300000142 01 00	100	POS_CTRL_KV	386
459	PLK[0]	4043,668064	WR_RSP	11	1001327	6400050000000000011D 01 01	100	POS_CTRL_KV
460	PLK[0]	4043,668065	WR_REQ	11	1001326	6500000000000000011E 01 01	101	POS_CTRL_TN	0
461	PLK[0]	4043,674090	WR_RSP	11	1001327	64000500000000000142 01 00	100	POS_CTRL_KV
462	PLK[0]	4043,674092	WR_REQ	11	1001326	65000000000000000143 01 00	101	POS_CTRL_TN	0
463	PLK[0]	4043,674094	WR_RSP	11	1001327	6500050000000000011E 01 01	101	POS_CTRL_TN
464	PLK[0]	4043,674095	WR_REQ	11	1001326	6900CAF249710000011F 01 01	105	POS_CTRL_I_MAX	1e+30
465	PLK[0]	4043,680074	WR_RSP	11	1001327	65000500000000000143 01 00	101	POS_CTRL_TN
466	PLK[0]	4043,680076	WR_REQ	11	1001326	6900CAF2497100000144 01 00	105	POS_CTRL_I_MAX	1e+30
467	PLK[0]	4043,680078	WR_RSP	11	1001327	6900050000000000011F 01 01	105	POS_CTRL_I_MAX
468	PLK[0]	4043,680079	WR_REQ	11	1001326	670017B7D13900000120 01 01	103	POS_CTRL_T_TOTAL	0,0004
469	PLK[0]	4043,686085	WR_RSP	11	1001327	69000500000000000144 01 00	105	POS_CTRL_I_MAX
470	PLK[0]	4043,686087	WR_REQ	11	1001326	670017B7D13900000145 01 00	103	POS_CTRL_T_TOTAL	0,0004
471	PLK[0]	4043,686089	WR_RSP	11	1001327	67000500000000000120 01 01	103	POS_CTRL_T_TOTAL
472	PLK[0]	4043,686090	WR_REQ	11	1001326	660017B7D13900000121 01 01	102	POS_CTRL_T_PREDICT	0,0004
473	PLK[0]	4043,692062	WR_RSP	11	1001327	67000500000000000145 01 00	103	POS_CTRL_T_TOTAL
474	PLK[0]	4043,692064	WR_REQ	11	1001326	660017B7D13900000146 01 00	102	POS_CTRL_T_PREDICT	0,0004
475	PLK[0]	4043,692066	WR_RSP	11	1001327	66000500000000000121 01 01	102	POS_CTRL_T_PREDICT
476	PLK[0]	4043,692067	WR_REQ	11	1001326	FD009A99993E00000122 01 01	253	SCTRL_KV	0,3
477	PLK[0]	4043,698088	WR_RSP	11	1001327	66000500000000000146 01 00	102	POS_CTRL_T_PREDICT
478	PLK[0]	4043,698090	WR_REQ	11	1001326	FD009A99993E00000147 01 00	253	SCTRL_KV	0,3
479	PLK[0]	4043,698092	WR_RSP	11	1001327	FD000500000000000122 01 01	253	SCTRL_KV
480	PLK[0]	4043,698093	WR_REQ	11	1001326	FF000000000000000123 01 01	255	SCTRL_TN	0
481	PLK[0]	4043,704061	WR_RSP	11	1001327	FD000500000000000147 01 00	253	SCTRL_KV
482	PLK[0]	4043,704063	WR_REQ	11	1001326	FF000000000000000148 01 00	255	SCTRL_TN	0
483	PLK[0]	4043,704065	WR_RSP	11	1001327	FF000500000000000123 01 01	255	SCTRL_TN
484	PLK[0]	4043,704066	WR_REQ	11	1001326	1B010000000000000124 01 01	283	SCTRL_TI_FIL	0
485	PLK[0]	4043,710094	WR_RSP	11	1001327	FF000500000000000148 01 00	255	SCTRL_TN
486	PLK[0]	4043,710095	WR_REQ	11	1001326	1B010000000000000149 01 00	283	SCTRL_TI_FIL	0
487	PLK[0]	4043,710098	WR_RSP	11	1001327	1B010500000000000124 01 01	283	SCTRL_TI_FIL
488	PLK[0]	4043,710099	WR_REQ	11	1001326	5E060000000000000125 01 01	1630	FBCTRL_MODE	0
489	PLK[0]	4043,716063	WR_RSP	11	1001327	1B010500000000000149 01 00	283	SCTRL_TI_FIL
490	PLK[0]	4043,716065	WR_REQ	11	1001326	5E06000000000000014A 01 00	1630	FBCTRL_MODE	0
491	PLK[0]	4043,716067	WR_RSP	11	1001327	5E060500000000000125 01 01	1630	FBCTRL_MODE
492	PLK[0]	4043,716068	WR_REQ	11	1001326	06040000000000000126 01 01	1030	ISQ_FILTER1_TYPE	0
493	PLK[0]	4043,722086	WR_RSP	11	1001327	5E06050000000000014A 01 00	1630	FBCTRL_MODE
494	PLK[0]	4043,722088	WR_REQ	11	1001326	0604000000000000014B 01 00	1030	ISQ_FILTER1_TYPE	0
495	PLK[0]	4043,722090	WR_RSP	11	1001327	06040500000000000126 01 01	1030	ISQ_FILTER1_TYPE
496	PLK[0]	4043,722091	WR_REQ	11	1001326	07040000000000000127 01 01	1031	ISQ_FILTER2_TYPE	0
497	PLK[0]	4043,728072	WR_RSP	11	1001327	0604050000000000014B 01 00	1030	ISQ_FILTER1_TYPE
498	PLK[0]	4043,728073	WR_REQ	11	1001326	0704000000000000014C 01 00	1031	ISQ_FILTER2_TYPE	0
499	PLK[0]	4043,728075	WR_RSP	11	1001327	07040500000000000127 01 01	1031	ISQ_FILTER2_TYPE
500	PLK[0]	4043,728076	WR_REQ	11	1001326	08040000000000000128 01 01	1032	ISQ_FILTER3_TYPE	0
501	PLK[0]	4043,734092	WR_RSP	11	1001327	0704050000000000014C 01 00	1031	ISQ_FILTER2_TYPE
502	PLK[0]	4043,734094	WR_REQ	11	1001326	0804000000000000014D 01 00	1032	ISQ_FILTER3_TYPE	0
503	PLK[0]	4043,734096	WR_RSP	11	1001327	08040500000000000128 01 01	1032	ISQ_FILTER3_TYPE
504	PLK[0]	4043,740067	WR_RSP	11	1001327	0804050000000000014D 01 00	1032	ISQ_FILTER3_TYPE
505	PLK[0]	4043,740190	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
506	PLK[0]	4043,740195	WR_REQ	11	1001326	A0020000000000000129 01 01	672	VCTRL_ENCOD_COUNT_DIR	0
507	PLK[0]	4043,746090	WR_RSP	11	1001327	A0020500000000000129 01 01	672	VCTRL_ENCOD_COUNT_DIR
508	PLK[0]	4043,746190	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
509	PLK[0]	4043,746194	WR_REQ	11	1001326	A002000000000000014E 01 00	672	VCTRL_ENCOD_COUNT_DIR	0
510	PLK[0]	4043,752056	WR_RSP	11	1001327	A002050000000000014E 01 00	672	VCTRL_ENCOD_COUNT_DIR
511	PLK[0]	4043,752156	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
512	PLK[0]	4043,752160	WR_REQ	11	1001326	A102407E05000000012A 01 01	673	VCTRL_SCALE_LOAD_UNITS	360000
513	PLK[0]	4043,758087	WR_RSP	11	1001327	A102050000000000012A 01 01	673	VCTRL_SCALE_LOAD_UNITS
514	PLK[0]	4043,758089	WR_REQ	11	1001326	A202010000000000012B 01 01	674	VCTRL_SCALE_LOAD_MOTREV	1
515	PLK[0]	4043,758188	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
516	PLK[0]	4043,758192	WR_REQ	11	1001326	A102407E05000000014F 01 00	673	VCTRL_SCALE_LOAD_UNITS	360000
517	PLK[0]	4043,764062	WR_RSP	11	1001327	A102050000000000014F 01 00	673	VCTRL_SCALE_LOAD_UNITS
518	PLK[0]	4043,764064	WR_REQ	11	1001326	A2020100000000000150 01 00	674	VCTRL_SCALE_LOAD_MOTREV	1
519	PLK[0]	4043,764066	WR_RSP	11	1001327	A202050000000000012B 01 01	674	VCTRL_SCALE_LOAD_MOTREV
520	PLK[0]	4043,770096	WR_RSP	11	1001327	A2020500000000000150 01 00	674	VCTRL_SCALE_LOAD_MOTREV
521	PLK[0]	4043,770202	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
522	PLK[0]	4043,770206	WR_REQ	11	1001326	A904140000000000012C 01 01	1193	QUICKSTOP_DECEL_RAMP	20
523	PLK[0]	4043,776061	WR_RSP	11	1001327	A904050000000000012C 01 01	1193	QUICKSTOP_DECEL_RAMP
524	PLK[0]	4043,776063	WR_REQ	11	1001326	C500140000000000012D 01 01	197	STOP_ERR_DECEL_RAMP	20
525	PLK[0]	4043,776181	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
526	PLK[0]	4043,776185	WR_REQ	11	1001326	A9041400000000000151 01 00	1193	QUICKSTOP_DECEL_RAMP	20
527	PLK[0]	4043,782084	WR_RSP	11	1001327	A9040500000000000151 01 00	1193	QUICKSTOP_DECEL_RAMP
528	PLK[0]	4043,782085	WR_REQ	11	1001326	C5001400000000000152 01 00	197	STOP_ERR_DECEL_RAMP	20
529	PLK[0]	4043,782088	WR_RSP	11	1001327	C500050000000000012D 01 01	197	STOP_ERR_DECEL_RAMP
530	PLK[0]	4043,788061	WR_RSP	11	1001327	C5000500000000000152 01 00	197	STOP_ERR_DECEL_RAMP
531	PLK[0]	4043,788188	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
532	PLK[0]	4043,788192	WR_REQ	11	1001326	BA00190000000000012E 01 01	186	DIG_IN_ACTIVE_LEVEL	00011001
533	PLK[0]	4043,794090	WR_RSP	11	1001327	BA00050000000000012E 01 01	186	DIG_IN_ACTIVE_LEVEL
534	PLK[0]	4043,794092	WR_REQ	11	1001326	4702000000000000012F 01 01	583	DIG_IN_QUICKSTOP_ENABLE	00000000
535	PLK[0]	4043,794197	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
536	PLK[0]	4043,794201	WR_REQ	11	1001326	47020000000000000153 01 00	583	DIG_IN_QUICKSTOP_ENABLE	00000000
537	PLK[0]	4043,800069	WR_RSP	11	1001327	47020500000000000153 01 00	583	DIG_IN_QUICKSTOP_ENABLE
538	PLK[0]	4043,800072	WR_RSP	11	1001327	4702050000000000012F 01 01	583	DIG_IN_QUICKSTOP_ENABLE
539	PLK[0]	4043,812145	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
540	PLK[0]	4043,812151	WR_REQ	11	1001326	1E030200000000000154 01 00	798	AUT_MSG_MODE_BITS	2
541	PLK[0]	4043,812159	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
542	PLK[0]	4043,812161	WR_REQ	11	1001326	1E030200000000000130 01 01	798	AUT_MSG_MODE_BITS	2
543	PLK[0]	4043,818084	WR_RSP	11	1001327	1E030500000000000154 01 00	798	AUT_MSG_MODE_BITS
544	PLK[0]	4043,818087	WR_RSP	11	1001327	1E030500000000000130 01 01	798	AUT_MSG_MODE_BITS
545	PLK[0]	4043,824178	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
546	PLK[0]	4043,824183	WR_REQ	11	1001326	A003407E050000000155 01 00	928	MODULO_PERIOD	360000
547	PLK[0]	4043,824192	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
548	PLK[0]	4043,824194	WR_REQ	11	1001326	A003407E050000000131 01 01	928	MODULO_PERIOD	360000
549	PLK[0]	4043,830096	WR_RSP	11	1001327	A0030500000000000155 01 00	928	MODULO_PERIOD
550	PLK[0]	4043,830098	WR_REQ	11	1001326	8000017E050000000156 01 00	128	SGEN_SW_END_IGNORE	1
551	PLK[0]	4043,830100	WR_RSP	11	1001327	A0030500000000000131 01 01	928	MODULO_PERIOD
552	PLK[0]	4043,830101	WR_REQ	11	1001326	8000017E050000000132 01 01	128	SGEN_SW_END_IGNORE	1
553	PLK[0]	4043,836061	WR_RSP	11	1001327	80000500000000000156 01 00	128	SGEN_SW_END_IGNORE
554	PLK[0]	4043,836064	WR_RSP	11	1001327	80000500000000000132 01 01	128	SGEN_SW_END_IGNORE
555	PLK[0]	4043,878203	MAN_INF	11	1006011	CFFF0106050000000000 01 00	65487	PLCopen_MC_AxisState	1
556	PLK[0]	4043,878217	MAN_INF	11	1006011	CFFF0106060000000000 01 01	65487	PLCopen_MC_AxisState	1
557	PLK[0]	4043,878280	MAN_INF	11	1006011	9DFF0600604BA1070000 01 00	65437	McCommand	0x0006
558	PLK[0]	4043,878299	MAN_INF	11	1006011	9DFF0600604BA1070000 01 01	65437	McCommand	0x0006
559	PLK[0]	4043,998249	MAN_INF	11	1006011	9DFF06003C1296070000 01 00	65437	McCommand	0x0006
560	PLK[0]	4043,998271	MAN_INF	11	1006011	9DFF0600010000000000 01 01	65437	McCommand	0x0006
561	PLK[0]	4044,022254	MAN_INF	11	1006011	9DFF04006CF321060000 01 00	65437	McCommand	0x0004
562	PLK[0]	4044,022268	MAN_INF	11	1006011	9DFF0400ACF321060000 01 01	65437	McCommand	0x0004
563	PLK[0]	4044,028196	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
564	PLK[0]	4044,028201	WR_REQ	11	1001326	C3040000050000000157 01 00	1219	ENCOD_POS_DATA_IDX	0
565	PLK[0]	4044,028211	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
566	PLK[0]	4044,028213	WR_REQ	11	1001326	C3040000050000000133 01 01	1219	ENCOD_POS_DATA_IDX	0
567	PLK[0]	4044,034088	WR_RSP	11	1001327	C3040500000000000157 01 00	1219	ENCOD_POS_DATA_IDX
568	PLK[0]	4044,034091	WR_RSP	11	1001327	C3040500000000000133 01 01	1219	ENCOD_POS_DATA_IDX
569	PLK[0]	4044,040204	MAN_INF	11	1006011	96FF0400000000000000 01 00	65430	McAcpDrv	4
570	PLK[0]	4044,040209	RD_REQ	11	1001328	E7030000050000000058 01 00	999	ENCOD_POS_DATA
571	PLK[0]	4044,040225	MAN_INF	11	1006011	96FF0400000000000000 01 01	65430	McAcpDrv	4
572	PLK[0]	4044,040227	RD_REQ	11	1001328	E7030000050000000034 01 01	999	ENCOD_POS_DATA
573	PLK[0]	4044,046088	RD_RSP	11	1001329	E7032000000000000058 01 00	999	ENCOD_POS_DATA	32
574	PLK[0]	4044,046091	RD_REQ	11	1001328	24040000050000000059 01 00	1060	RD_BLOCK_SEGM
575	PLK[0]	4044,046093	RD_RSP	11	1001329	E7032000000000000034 01 01	999	ENCOD_POS_DATA	32
576	PLK[0]	4044,046094	RD_REQ	11	1001328	24040000050000000035 01 01	1060	RD_BLOCK_SEGM
577	PLK[0]	4044,052055	RD_RSP	11	1001329	24048B4202008B080059 01 00	1060	RD_BLOCK_SEGM	8B 42 02 00 8B 08
578	PLK[0]	4044,052057	RD_REQ	11	1001328	2404000005000000005A 01 00	1060	RD_BLOCK_SEGM
579	PLK[0]	4044,052059	RD_RSP	11	1001329	2404FA01010028080035 01 01	1060	RD_BLOCK_SEGM	FA 01 01 00 28 08
580	PLK[0]	4044,052060	RD_REQ	11	1001328	24040000050000000036 01 01	1060	RD_BLOCK_SEGM
581	PLK[0]	4044,058087	RD_RSP	11	1001329	24040000011AEF2E005A 01 00	1060	RD_BLOCK_SEGM	00 00 01 1A EF 2E
582	PLK[0]	4044,058089	RD_REQ	11	1001328	2404000005000000005B 01 00	1060	RD_BLOCK_SEGM
583	PLK[0]	4044,058091	RD_RSP	11	1001329	24040000236BCE2C0036 01 01	1060	RD_BLOCK_SEGM	00 00 23 6B CE 2C
584	PLK[0]	4044,058092	RD_REQ	11	1001328	24040000050000000037 01 01	1060	RD_BLOCK_SEGM
585	PLK[0]	4044,064063	RD_RSP	11	1001329	2404001000000100005B 01 00	1060	RD_BLOCK_SEGM	00 10 00 00 01 00
586	PLK[0]	4044,064065	RD_REQ	11	1001328	2404000005000000005C 01 00	1060	RD_BLOCK_SEGM
587	PLK[0]	4044,064067	RD_RSP	11	1001329	24040010000001000037 01 01	1060	RD_BLOCK_SEGM	00 10 00 00 01 00
588	PLK[0]	4044,064068	RD_REQ	11	1001328	24040000050000000038 01 01	1060	RD_BLOCK_SEGM
589	PLK[0]	4044,070093	RD_RSP	11	1001329	24040000407E0500005C 01 00	1060	RD_BLOCK_SEGM	00 00 40 7E 05 00
590	PLK[0]	4044,070095	RD_REQ	11	1001328	2404000005000000005D 01 00	1060	RD_BLOCK_SEGM
591	PLK[0]	4044,070097	RD_RSP	11	1001329	24040000407E05000038 01 01	1060	RD_BLOCK_SEGM	00 00 40 7E 05 00
592	PLK[0]	4044,070098	RD_REQ	11	1001328	24040000050000000039 01 01	1060	RD_BLOCK_SEGM
593	PLK[0]	4044,076061	RD_RSP	11	1001329	2404000008000000005D 01 00	1060	RD_BLOCK_SEGM	00 00 08 00 00 00
594	PLK[0]	4044,076063	RD_REQ	11	1001328	2504000005000000005E 01 00	1061	RD_BLOCK_LAST_SEGM
595	PLK[0]	4044,076065	RD_RSP	11	1001329	24040000080000000039 01 01	1060	RD_BLOCK_SEGM	00 00 08 00 00 00
596	PLK[0]	4044,076066	RD_REQ	11	1001328	2504000005000000003A 01 01	1061	RD_BLOCK_LAST_SEGM
597	PLK[0]	4044,082081	RD_RSP	11	1001329	2504000014990F80005E 01 00	1061	RD_BLOCK_LAST_SEGM	00 00 14 99 0F 80
598	PLK[0]	4044,082084	RD_RSP	11	1001329	2504000014990F80003A 01 01	1061	RD_BLOCK_LAST_SEGM	00 00 14 99 0F 80
599	PLK[0]	4044,088189	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
600	PLK[0]	4044,088195	WR_REQ	11	1001326	A700212A43D10500015F 01 00	167	CMD_HOMING	
600	PLK[0]	4044,088195	WR_REQ	11	1001326	A700212A43D10500015F 01 00	152	HOMING_S	-784127455
600	PLK[0]	4044,088195	WR_REQ	11	1001326	A700212A43D10500015F 01 00	156	HOMING_MODE	5
600	PLK[0]	4044,088195	WR_REQ	11	1001326	A700212A43D10500015F 01 00	157	HOMING_MODE_BITS	00000000
601	PLK[0]	4044,088208	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
602	PLK[0]	4044,088211	WR_REQ	11	1001326	A700878F32D30500013B 01 01	167	CMD_HOMING	
602	PLK[0]	4044,088211	WR_REQ	11	1001326	A700878F32D30500013B 01 01	152	HOMING_S	-751661177
602	PLK[0]	4044,088211	WR_REQ	11	1001326	A700878F32D30500013B 01 01	156	HOMING_MODE	5
602	PLK[0]	4044,088211	WR_REQ	11	1001326	A700878F32D30500013B 01 01	157	HOMING_MODE_BITS	00000000
603	PLK[0]	4044,094087	STATE	11	1000264	B3000002100000000000 03 00	179	STATUS_CYCLIC_BITS	00000000 00010000 00000010 00000000
604	PLK[0]	4044,094090	WR_RSP	11	1001327	A700000014990F80015F 01 00	167	CMD_HOMING
604	PLK[0]	4044,094090	WR_RSP	11	1001327	A700000014990F80015F 01 00	152	HOMING_S
604	PLK[0]	4044,094090	WR_RSP	11	1001327	A700000014990F80015F 01 00	156	HOMING_MODE
604	PLK[0]	4044,094090	WR_RSP	11	1001327	A700000014990F80015F 01 00	157	HOMING_MODE_BITS
605	PLK[0]	4044,094093	STATE	11	1000264	B3000002100000000000 03 01	179	STATUS_CYCLIC_BITS	00000000 00010000 00000010 00000000
606	PLK[0]	4044,094094	WR_RSP	11	1001327	A700000014990F80013B 01 01	167	CMD_HOMING
606	PLK[0]	4044,094094	WR_RSP	11	1001327	A700000014990F80013B 01 01	152	HOMING_S
606	PLK[0]	4044,094094	WR_RSP	11	1001327	A700000014990F80013B 01 01	156	HOMING_MODE
606	PLK[0]	4044,094094	WR_RSP	11	1001327	A700000014990F80013B 01 01	157	HOMING_MODE_BITS
607	PLK[0]	4044,094215	MAN_INF	11	1006011	CFFF0306050000000000 01 00	65487	PLCopen_MC_AxisState	3
608	PLK[0]	4044,094229	MAN_INF	11	1006011	CFFF0306060000000000 01 01	65487	PLCopen_MC_AxisState	3
609	PLK[0]	4044,124177	MAN_INF	11	1006011	96FF0400000000000000 01 00	65430	McAcpDrv	4
610	PLK[0]	4044,124183	RD_REQ	11	1001328	AC00212A43D105000061 01 00	172	HOMING_OFFSET
611	PLK[0]	4044,124193	MAN_INF	11	1006011	96FF0400000000000000 01 01	65430	McAcpDrv	4
612	PLK[0]	4044,124195	RD_REQ	11	1001328	AC00878F32D30500003D 01 01	172	HOMING_OFFSET
613	PLK[0]	4044,130099	RD_RSP	11	1001329	AC00212A43D10F800061 01 00	172	HOMING_OFFSET	-784127455
614	PLK[0]	4044,130101	RD_REQ	11	1001328	9700212A43D105000062 01 00	151	HOMING_TR_S_REL
615	PLK[0]	4044,130103	RD_RSP	11	1001329	AC00878F32D30F80003D 01 01	172	HOMING_OFFSET	-751661177
616	PLK[0]	4044,130104	RD_REQ	11	1001328	9700878F32D30500003E 01 01	151	HOMING_TR_S_REL
617	PLK[0]	4044,136062	RD_RSP	11	1001329	9700000000000F800062 01 00	151	HOMING_TR_S_REL	0
618	PLK[0]	4044,136065	RD_RSP	11	1001329	9700000000000F80003E 01 01	151	HOMING_TR_S_REL	0
619	PLK[0]	4044,142187	MAN_INF	11	1006011	96FF0300000000000000 01 00	65430	McAcpDrv	3
620	PLK[0]	4044,142193	WR_REQ	11	1001326	A1034070310005000163 01 00	929	MODULO_OFFSET	3240000
621	PLK[0]	4044,142204	MAN_INF	11	1006011	96FF0300000000000000 01 01	65430	McAcpDrv	3
622	PLK[0]	4044,142206	WR_REQ	11	1001326	A103000000000500013F 01 01	929	MODULO_OFFSET	0
623	PLK[0]	4044,148063	WR_RSP	11	1001327	A103000000000F800163 01 00	929	MODULO_OFFSET
624	PLK[0]	4044,148066	WR_RSP	11	1001327	A103000000000F80013F 01 01	929	MODULO_OFFSET
625	PLK[0]	4044,148219	MAN_INF	11	1006011	CFFF0106050000000000 01 00	65487	PLCopen_MC_AxisState	1
626	PLK[0]	4044,148241	MAN_INF	11	1006011	CFFF0106060000000000 01 01	65487	PLCopen_MC_AxisState	1
627	PLK[0]	4055,422103	STATE	12	1000265	B2000100000000000000 00 00	178	STATUS_BITS	00000000 00000000 00000000 00000001
628	PLK[0]	4055,428065	MAN_INF	12	1006012	B9FF0500000000000000 00 00	65465	POWERLINK_PLSTATE	0x0005
629	PLK[0]	4055,434071	STATE	12	1000265	B3001800100000000000 00 00	179	STATUS_CYCLIC_BITS	00000000 00010000 00000000 00011000
630	PLK[0]	4055,440080	WR_REQ	12	1001330	72020800000000000101 00 00	626	MA_CYCLE_TIME_FACTOR	8
631	PLK[0]	4055,446062	WR_RSP	12	1001331	72020000000000000101 00 00	626	MA_CYCLE_TIME_FACTOR
632	PLK[0]	4055,446063	WR_REQ	12	1001330	9B04E02E000000000102 03 00	1179	T_STOP_EVENT_BIT	12000
633	PLK[0]	4055,452066	WR_RSP	12	1001331	9B040000000000000102 03 00	1179	T_STOP_EVENT_BIT
634	PLK[0]	4055,452068	WR_REQ	12	1001330	9B04E02E000000000101 03 01	1179	T_STOP_EVENT_BIT	12000
635	PLK[0]	4055,458062	WR_RSP	12	1001331	9B040000000000000101 03 01	1179	T_STOP_EVENT_BIT
636	PLK[0]	4055,464061	WR_REQ	12	1001330	00280000000000000103 00 00	10240	EPROM_ID+0	0
637	PLK[0]	4055,470075	WR_RSP	12	1001331	00280000000000000103 00 00	10240	EPROM_ID+0
638	PLK[0]	4055,470076	RD_REQ	12	1001332	28280000000000000004 00 00	10280	EPROM_PRODUCT_TYPE+0
639	PLK[0]	4055,476060	RD_RSP	12	1001333	28280100000000000004 00 00	10280	EPROM_PRODUCT_TYPE+0	1
640	PLK[0]	4055,476062	RD_REQ	12	1001332	8A040000000000000005 00 00	1162	POWER_STAGE_NO
641	PLK[0]	4055,482077	RD_RSP	12	1001333	8A040200000000000005 00 00	1162	POWER_STAGE_NO	2
642	PLK[0]	4055,482078	RD_REQ	12	1001332	92040000000000000006 00 00	1170	SLOT_NO
643	PLK[0]	4055,488061	RD_RSP	12	1001333	92040200000000000006 00 00	1170	SLOT_NO	2
644	PLK[0]	4055,488063	RD_REQ	12	1001332	18280000000000000007 00 00	10264	EPROM_PRODUCT_CODE+0
645	PLK[0]	4055,494064	RD_RSP	12	1001333	182813AA000000000007 00 00	10264	EPROM_PRODUCT_CODE+0	43539
646	PLK[0]	4055,494066	RD_REQ	12	1001332	20280000000000000008 00 00	10272	EPROM_SERIAL_NO+0
647	PLK[0]	4055,500072	RD_RSP	12	1001333	20284D93020000000008 00 00	10272	EPROM_SERIAL_NO+0	168781
648	PLK[0]	4055,500073	RD_REQ	12	1001332	30280000000000000009 00 00	10288	EPROM_HW_REVISION+0
649	PLK[0]	4055,506062	RD_RSP	12	1001333	3028304B020000000009 00 00	10288	EPROM_HW_REVISION+0	0x4B30
650	PLK[0]	4055,506063	RD_REQ	12	1001332	9304000000000000000A 00 00	1171	EPROM_ORDERTEXT
651	PLK[0]	4055,512059	RD_RSP	12	1001333	9304200000000000000A 00 00	1171	EPROM_ORDERTEXT	
652	PLK[0]	4055,512061	RD_REQ	12	1001332	2404000000000000000B 00 00	1060	RD_BLOCK_SEGM
653	PLK[0]	4055,518063	RD_RSP	12	1001333	2404384256493030000B 00 00	1060	RD_BLOCK_SEGM	38 42 56 49 30 30
654	PLK[0]	4055,518065	RD_REQ	12	1001332	2404000000000000000C 00 00	1060	RD_BLOCK_SEGM
655	PLK[0]	4055,524064	RD_RSP	12	1001333	2404353548434453000C 00 00	1060	RD_BLOCK_SEGM	35 35 48 43 44 53
656	PLK[0]	4055,524065	RD_REQ	12	1001332	2404000000000000000D 00 00	1060	RD_BLOCK_SEGM
657	PLK[0]	4055,530073	RD_RSP	12	1001333	24042E3030302D31000D 00 00	1060	RD_BLOCK_SEGM	2E 30 30 30 2D 31
658	PLK[0]	4055,530074	WR_REQ	12	1001330	2604000000000000010E 00 00	1062	CMD_RD_BLOCK_ABORT	
